3.500000	0.000000
3.497725	0.034978
3.490909	0.069827
3.479571	0.104418
3.463746	0.138624
3.443480	0.172318
3.418836	0.205377
3.389885	0.237680
3.356716	0.269112
3.319428	0.299558
3.278130	0.328910
3.232945	0.357065
3.184008	0.383926
3.131463	0.409399
3.075463	0.433400
3.016173	0.455850
2.953766	0.476677
2.888423	0.495818
2.820332	0.513215
2.749689	0.528820
2.676694	0.542593
2.601556	0.554502
2.524485	0.564524
2.445696	0.572644
2.365408	0.578855
2.283841	0.583161
2.201218	0.585571
2.117759	0.586107
2.033688	0.584796
1.949225	0.581674
1.864590	0.576785
1.780000	0.570183
1.695669	0.561927
1.611805	0.552083
1.528613	0.540727
1.446293	0.527938
1.365037	0.513804
1.285033	0.498417
1.206458	0.481875
1.129484	0.464280
1.054274	0.445740
0.980981	0.426365
0.909750	0.406269
0.840714	0.385569
0.773998	0.364383
0.709717	0.342832
0.647972	0.321037
0.588857	0.299119
0.532451	0.277200
0.478826	0.255400
0.428038	0.233838
0.380136	0.212632
0.335154	0.191896
0.293117	0.171742
0.254038	0.152278
0.217919	0.133607
0.184751	0.115830
0.154514	0.099039
0.127179	0.083324
0.102706	0.068768
0.081045	0.055446
0.062138	0.043430
0.045917	0.032781
0.032306	0.023555
0.021221	0.015800
0.012571	0.009556
0.006258	0.004857
0.002177	0.001725
0.000219	0.000177
0.000269	0.000222
0.002207	0.001859
0.005909	0.005079
0.011249	0.009866
0.018098	0.016196
0.026324	0.024036
0.035794	0.033345
0.046376	0.044078
0.057935	0.056178
0.070339	0.069583
0.083455	0.084227
0.097154	0.100034
0.111308	0.116924
0.125790	0.134810
0.140478	0.153604
0.155255	0.173208
0.170007	0.193524
0.184622	0.214449
0.198998	0.235877
0.213034	0.257700
0.226638	0.279807
0.239722	0.302087
0.252204	0.324428
0.264011	0.346716
0.275075	0.368840
0.285334	0.390688
0.294734	0.412151
0.303229	0.433120
0.310779	0.453489
0.317351	0.473157
0.322920	0.492025
0.327466	0.509998
0.330979	0.526986
0.333453	0.542904
0.334889	0.557671
0.335297	0.571216
0.334689	0.583468
0.333087	0.594368
0.330516	0.603862
0.327007	0.611900
0.322596	0.618444
0.317323	0.623462
0.311233	0.626928
0.304375	0.628825
0.296802	0.629144
0.288567	0.627885
0.279729	0.625053
0.270348	0.620663
0.260485	0.614738
0.250203	0.607307
0.239565	0.598409
0.228637	0.588088
0.217482	0.576395
0.206163	0.563391
0.194744	0.549140
0.183286	0.533714
0.171849	0.517191
0.160492	0.499653
0.149269	0.481188
0.138235	0.461890
0.127439	0.441854
0.116927	0.421182
0.106744	0.399977
0.096929	0.378345
0.087517	0.356395
0.078540	0.334237
0.070026	0.311980
0.061997	0.289738
0.054472	0.267621
0.047464	0.245740
0.040983	0.224205
0.035034	0.203123
0.029617	0.182599
0.024728	0.162737
0.020358	0.143635
0.016495	0.125390
0.013121	0.108092
0.010216	0.091829
0.007755	0.076680
0.005711	0.062723
0.004051	0.050026
0.002741	0.038654
0.001745	0.028663
0.001022	0.020103
0.000531	0.013017
0.000229	0.007440
0.000071	0.003400
0.000010	0.000918
0.000000	0.000005
-0.000006	0.000667
-0.000056	0.002899
-0.000195	0.006692
-0.000472	0.012025
-0.000929	0.018873
-0.001612	0.027201
-0.002562	0.036967
-0.003819	0.048122
-0.005421	0.060612
-0.007402	0.074373
-0.009795	0.089336
-0.012627	0.105427
-0.015924	0.122566
-0.019708	0.140666
-0.023997	0.159637
-0.028802	0.179384
-0.034135	0.199809
-0.039999	0.220809
-0.046395	0.242280
