#t		x		y		z
0.000000	1.000000	2.000000	3.000000
0.010000	1.117699	2.474236	2.944385
0.020000	1.272070	3.007937	2.899165
0.030000	1.466107	3.618329	2.867556
0.040000	1.704224	4.324127	2.854111
0.050000	1.992292	5.146096	2.865226
0.060000	2.337719	6.107575	2.909848
0.070000	2.749573	7.234939	3.000467
0.080000	3.238731	8.557938	3.154464
0.090000	3.818034	10.109822	3.395960
0.100000	4.502426	11.927063	3.758294
0.110000	5.309021	14.048361	4.287282
0.120000	6.257010	16.512455	5.045396
0.130000	7.367291	19.353977	6.116846
0.140000	8.661595	22.596228	7.613307
0.150000	10.160799	26.239372	9.679356
0.160000	11.881983	30.242277	12.495571
0.170000	13.833672	34.496498	16.275288
0.180000	16.008663	38.792709	21.248287
0.190000	18.374157	42.784481	27.622007
0.200000	20.859753	45.963291	35.510658
0.210000	23.345779	47.671356	44.830406
0.220000	25.657257	47.188053	55.181053
0.230000	27.571342	43.914413	65.771301
0.240000	28.845591	37.628410	75.473396
0.250000	29.267082	28.700596	83.066589
0.260000	28.708975	18.113428	87.617256
0.270000	27.170174	7.206273	88.809685
0.280000	24.777330	-2.746859	87.027626
0.290000	21.747828	-10.894241	83.146187
0.300000	18.333010	-16.929495	78.184662
0.310000	14.766648	-20.989653	73.017456
0.320000	11.233906	-23.453909	68.240776
0.330000	7.862141	-24.761917	64.175468
0.340000	4.726604	-25.302841	60.937214
0.350000	1.862778	-25.371052	58.516571
0.360000	-0.720459	-25.163610	56.841049
0.370000	-3.029752	-24.796608	55.813782
0.380000	-5.079102	-24.326309	55.333416
0.390000	-6.884439	-23.768700	55.301979
0.400000	-8.460416	-23.115524	55.626373
0.410000	-9.818851	-22.346869	56.217297
0.420000	-10.968385	-21.440887	56.987923
0.430000	-11.914968	-20.381186	57.853569
0.440000	-12.662908	-19.162031	58.732845
0.450000	-13.216206	-17.791391	59.550194
0.460000	-13.579942	-16.291676	60.239342
0.470000	-13.761491	-14.698241	60.746887
0.480000	-13.771385	-13.055979	61.035168
0.490000	-13.623701	-11.414620	61.083733
0.500000	-13.335934	-9.823616	60.889034
0.510000	-12.928412	-8.327462	60.462410
0.520000	-12.423379	-6.962171	59.826756
0.530000	-11.843887	-5.753267	59.012535
0.540000	-11.212695	-4.715329	58.053837
0.550000	-10.551282	-3.852813	56.984932
0.560000	-9.879085	-3.161760	55.837734
0.570000	-9.212991	-2.631903	54.640175
0.580000	-8.567088	-2.248843	53.415470
0.590000	-7.952632	-1.995994	52.182041
0.600000	-7.378191	-1.856170	50.953892
0.610000	-6.849900	-1.812769	49.741261
0.620000	-6.371794	-1.850580	48.551338
0.630000	-5.946166	-1.956264	47.388992
0.640000	-5.573919	-2.118578	46.257412
0.650000	-5.254905	-2.328434	45.158646
0.660000	-4.988229	-2.578824	44.094028
0.670000	-4.772506	-2.864680	43.064522
0.680000	-4.606091	-3.182693	42.070965
0.690000	-4.487254	-3.531124	41.114262
0.700000	-4.414336	-3.909612	40.195526
0.710000	-4.385858	-4.318999	39.316216
0.720000	-4.400616	-4.761168	38.478226
0.730000	-4.457742	-5.238893	37.684002
0.740000	-4.556753	-5.755712	36.936642
0.750000	-4.697582	-6.315789	36.240036
0.760000	-4.880587	-6.923790	35.598995
0.770000	-5.106555	-7.584734	35.019440
0.780000	-5.376689	-8.303818	34.508572
0.790000	-5.692567	-9.086193	34.075108
0.800000	-6.056097	-9.936679	33.729515
0.810000	-6.469431	-10.859370	33.484264
0.820000	-6.934853	-11.857124	33.354065
0.830000	-7.454611	-12.930884	33.356068
0.839999	-8.030705	-14.078805	33.509960
0.849999	-8.664591	-15.295156	33.837906
0.859999	-9.356797	-16.568991	34.364193
0.869999	-10.106448	-17.882601	35.114468
0.879999	-10.910672	-19.209846	36.114376
0.889999	-11.763907	-20.514547	37.387413
0.899999	-12.657141	-21.749224	38.951839
0.909999	-13.577129	-22.854668	40.816578
0.919999	-14.505721	-23.760942	42.976234
0.929999	-15.419434	-24.390501	45.405701
0.939999	-16.289494	-24.663969	48.055244
0.949999	-17.082563	-24.508789	50.847462
0.959999	-17.762339	-23.870111	53.677704
0.969999	-18.292078	-22.722351	56.419437
0.979999	-18.637922	-21.078821	58.935104
0.989999	-18.772604	-18.996473	61.091530
0.999999	-18.678909	-16.573383	62.777157
1.009999	-18.352196	-13.938400	63.917156
1.019999	-17.801361	-11.234756	64.482567
1.029999	-17.048023	-8.601396	64.491173
1.039999	-16.124075	-6.156465	64.000320
1.049999	-15.068135	-3.986337	63.094242
1.059999	-13.921645	-2.141610	61.869419
1.069999	-12.725255	-0.639337	60.421478
1.079999	-11.516000	0.530554	58.835697
1.089999	-10.325448	1.397064	57.181755
1.099999	-9.178818	2.000105	55.512222
1.109999	-8.094876	2.383878	53.863693
1.119999	-7.086393	2.592072	52.259346
1.129999	-6.160918	2.664849	50.712029
1.139999	-5.321699	2.637262	49.227211
1.149999	-4.568611	2.538707	47.805485
1.159999	-3.899015	2.393043	46.444504
1.169999	-3.308501	2.219083	45.140388
1.179999	-2.791506	2.031253	43.888653
1.189999	-2.341808	1.840303	42.684792
1.199999	-1.952903	1.653980	41.524612
1.209999	-1.618290	1.477637	40.404388
1.219999	-1.331671	1.314760	39.320900
1.229999	-1.087087	1.167414	38.271427
1.239999	-0.879005	1.036607	37.253681
1.249999	-0.702360	0.922585	36.265759
1.259999	-0.552573	0.825072	35.306061
