0.000000	1.000000
0.100000	1.100000
0.200000	1.200000
0.300000	1.300000
0.400000	1.400000
0.500000	1.500000
0.600000	1.600000
0.700000	1.700000
0.800000	1.800000
0.900000	1.900000
1.000000	2.000000
1.100000	2.650000
1.200000	2.800000
1.300000	2.950000
1.400000	3.100000
1.500000	3.250000
1.600000	3.400000
1.700000	3.550000
1.800000	3.700000
1.900000	3.850000
2.000000	6.833333
2.100000	7.125000
2.200000	7.416667
2.300000	7.708333
2.400000	8.000000
2.500000	8.291667
2.600000	8.583333
2.700000	8.875000
2.800000	9.166667
2.900000	9.458333
3.000000	17.800000
3.100000	18.360000
3.200000	18.920000
3.300000	19.480000
3.400000	23.755714
3.500000	24.425000
3.600000	27.314286
3.700000	28.045238
3.800000	28.776190
3.900000	29.507143
4.000000	51.301587
4.100000	52.559127
4.200000	57.531667
4.300000	58.877659
4.400000	63.504444
4.500000	74.273214
4.600000	75.901508
4.700000	86.967103
4.800000	88.796190
4.900000	95.591389
5.000000	97.521825
5.100000	144.939773
5.200000	147.762121
5.300000	173.843669
5.400000	189.885065
5.500000	199.018254
5.600000	215.871981
5.700000	247.358710
5.800000	269.776291
5.900000	281.937400
6.000000	294.334982
6.100000	412.989474
6.200000	449.712819
6.300000	478.170420
6.400000	536.272070
6.500000	583.708063
6.600000	617.075018
6.700000	698.844398
6.800000	758.216164
6.900000	802.795194
7.000000	866.102972
7.100000	1123.810269
7.200000	1258.857915
7.300000	1358.435502
7.400000	1453.848314
7.500000	1620.459040
7.600000	1756.713772
7.700000	1902.564065
7.800000	2143.350159
7.900000	2311.313292
8.000000	2445.769992
8.100000	3177.772542
8.200000	3421.189772
8.300000	3814.931397
8.400000	4120.457865
8.500000	4433.026494
8.600000	4934.785394
8.700000	5337.089499
8.800000	5926.773322
8.900000	6397.235087
9.000000	6882.295477
9.100000	8595.743091
9.200000	9494.674673
9.300000	10315.105292
9.400000	11375.445943
9.500000	12282.373834
9.600000	13637.792558
9.700000	14848.598151
9.800000	16359.223446
9.900000	17764.633422
10.000000	19159.284471
