0.000000	0.000000	1.000000
0.050000	0.049998	0.999829
0.100000	0.099966	0.998645
0.150000	0.149829	0.995486
0.200000	0.199466	0.989437
0.250000	0.248711	0.979644
0.300000	0.297355	0.965309
0.350000	0.345154	0.945707
0.400000	0.391827	0.920184
0.450000	0.437064	0.888177
0.500000	0.480529	0.849215
0.550000	0.521864	0.802933
0.600000	0.560696	0.749083
0.650000	0.596644	0.687546
0.700000	0.629322	0.618336
0.750000	0.658352	0.541612
0.800000	0.683363	0.457684
0.850000	0.704008	0.367018
0.900000	0.719963	0.270240
0.950000	0.730943	0.168131
1.000000	0.736703	0.061629
1.050000	0.737051	-0.048180
1.100000	0.731850	-0.160072
1.150000	0.721031	-0.272699
1.200000	0.704592	-0.384605
1.250000	0.682608	-0.494247
1.300000	0.655232	-0.600023
1.350000	0.622698	-0.700297
1.400000	0.585322	-0.793431
1.450000	0.543501	-0.877818
1.500000	0.497711	-0.951919
1.550000	0.448504	-1.014296
1.600000	0.396499	-1.063655
1.650000	0.342375	-1.098877
1.700000	0.286862	-1.119055
1.750000	0.230731	-1.123528
1.800000	0.174778	-1.111906
1.850000	0.119811	-1.084097
1.900000	0.066635	-1.040325
1.950000	0.016036	-0.981142
2.000000	-0.031237	-0.907430
2.050000	-0.074485	-0.820403
2.100000	-0.113080	-0.721588
2.150000	-0.146477	-0.612807
2.200000	-0.174229	-0.496148
2.250000	-0.195999	-0.373926
2.300000	-0.211571	-0.248632
2.350000	-0.220855	-0.122884
2.400000	-0.223896	0.000637
2.450000	-0.220873	0.119250
2.500000	-0.212097	0.230347
2.550000	-0.198006	0.331458
2.600000	-0.179156	0.420325
2.650000	-0.156211	0.494966
2.700000	-0.129924	0.553739
2.750000	-0.101123	0.595394
2.800000	-0.070684	0.619120
2.850000	-0.039516	0.624581
2.900000	-0.008529	0.611934
2.950000	0.021386	0.581835
3.000000	0.049382	0.535435
3.050000	0.074684	0.474352
3.100000	0.096607	0.400634
3.150000	0.114577	0.316703
3.200000	0.128152	0.225284
3.250000	0.137030	0.129330
3.300000	0.141061	0.031927
3.350000	0.140250	-0.063804
3.400000	0.134759	-0.154805
3.450000	0.124897	-0.238185
3.500000	0.111112	-0.311321
3.550000	0.093974	-0.371944
3.600000	0.074157	-0.418228
3.650000	0.052413	-0.448850
3.700000	0.029547	-0.463045
3.750000	0.006386	-0.460636
3.800000	-0.016246	-0.442043
3.850000	-0.037564	-0.408270
3.900000	-0.056845	-0.360873
3.950000	-0.073458	-0.301899
4.000000	-0.086883	-0.233812
4.050000	-0.096733	-0.159400
4.100000	-0.102767	-0.081661
4.150000	-0.104896	-0.003691
4.200000	-0.103184	0.071443
4.250000	-0.097848	0.140826
4.300000	-0.089242	0.201817
4.350000	-0.077844	0.252152
4.400000	-0.064235	0.290046
4.450000	-0.049068	0.314258
4.500000	-0.033048	0.324150
4.550000	-0.016893	0.319708
4.600000	-0.001307	0.301542
4.650000	0.013051	0.270853
4.700000	0.025598	0.229380
4.750000	0.035846	0.179315
4.800000	0.043428	0.123201
4.850000	0.048111	0.063813
4.900000	0.049803	0.004025
4.950000	0.048554	-0.053324
5.000000	0.044556	-0.105565
5.050000	0.038123	-0.150327
5.100000	0.029681	-0.185649
5.150000	0.019741	-0.210069
5.200000	0.008872	-0.222698
5.250000	-0.002327	-0.223251
5.300000	-0.013257	-0.212060
