-1.500000	-2.000000	-7.375000
-1.500000	-1.900000	-6.384000
-1.500000	-1.800000	-5.506999
-1.500000	-1.700000	-4.737999
-1.500000	-1.600000	-4.071000
-1.500000	-1.500000	-3.500000
-1.500000	-1.400000	-3.018999
-1.500000	-1.300000	-2.621999
-1.500000	-1.200000	-2.302999
-1.500000	-1.100000	-2.056000
-1.500000	-1.000000	-1.875000
-1.500000	-0.900000	-1.754000
-1.500000	-0.800000	-1.687000
-1.500000	-0.700000	-1.668000
-1.500000	-0.600000	-1.691000
-1.500000	-0.500000	-1.750000
-1.500000	-0.400000	-1.839000
-1.500000	-0.300000	-1.952000
-1.500000	-0.200000	-2.083000
-1.500000	-0.100000	-2.226001
-1.500000	0.000000	-2.375000
-1.500000	0.100000	-2.524000
-1.500000	0.200000	-2.667001
-1.500000	0.300000	-2.798000
-1.500000	0.400000	-2.911000
-1.500000	0.500000	-3.000000
-1.500000	0.600000	-3.059000
-1.500000	0.700000	-3.082000
-1.500000	0.800000	-3.063000
-1.500000	0.900000	-2.996000
-1.500000	1.000000	-2.874999
-1.500000	1.100000	-2.693999
-1.500000	1.200000	-2.446999
-1.500000	1.300000	-2.127998
-1.500000	1.400000	-1.730998
-1.500000	1.500000	-1.249997
-1.500000	1.600001	-0.678997
-1.500000	1.700001	-0.011996
-1.500000	1.800001	0.757005
-1.500000	1.900001	1.634005
-1.400000	-2.000000	-6.944000
-1.400000	-1.900000	-5.943000
-1.400000	-1.800000	-5.055999
-1.400000	-1.700000	-4.276999
-1.400000	-1.600000	-3.599999
-1.400000	-1.500000	-3.018999
-1.400000	-1.400000	-2.527999
-1.400000	-1.300000	-2.120999
-1.400000	-1.200000	-1.791999
-1.400000	-1.100000	-1.534999
-1.400000	-1.000000	-1.344000
-1.400000	-0.900000	-1.213000
-1.400000	-0.800000	-1.136000
-1.400000	-0.700000	-1.107000
-1.400000	-0.600000	-1.120000
-1.400000	-0.500000	-1.169000
-1.400000	-0.400000	-1.248000
-1.400000	-0.300000	-1.351000
-1.400000	-0.200000	-1.472000
-1.400000	-0.100000	-1.605000
-1.400000	0.000000	-1.744000
-1.400000	0.100000	-1.883000
-1.400000	0.200000	-2.016000
-1.400000	0.300000	-2.137000
-1.400000	0.400000	-2.240000
-1.400000	0.500000	-2.319000
-1.400000	0.600000	-2.368000
-1.400000	0.700000	-2.381000
-1.400000	0.800000	-2.352000
-1.400000	0.900000	-2.274999
-1.400000	1.000000	-2.143999
-1.400000	1.100000	-1.952999
-1.400000	1.200000	-1.695999
-1.400000	1.300000	-1.366998
-1.400000	1.400000	-0.959998
-1.400000	1.500000	-0.468997
-1.400000	1.600001	0.112003
-1.400000	1.700001	0.789004
-1.400000	1.800001	1.568005
-1.400000	1.900001	2.455006
-1.300000	-2.000000	-6.597000
-1.300000	-1.900000	-5.585999
-1.300000	-1.800000	-4.688999
-1.300000	-1.700000	-3.899999
-1.300000	-1.600000	-3.212999
-1.300000	-1.500000	-2.621999
-1.300000	-1.400000	-2.120999
-1.300000	-1.300000	-1.703999
-1.300000	-1.200000	-1.364999
-1.300000	-1.100000	-1.097999
-1.300000	-1.000000	-0.896999
-1.300000	-0.900000	-0.756000
-1.300000	-0.800000	-0.669000
-1.300000	-0.700000	-0.630000
-1.300000	-0.600000	-0.633000
-1.300000	-0.500000	-0.672000
-1.300000	-0.400000	-0.741000
-1.300000	-0.300000	-0.834000
-1.300000	-0.200000	-0.945000
-1.300000	-0.100000	-1.068000
-1.300000	0.000000	-1.197000
-1.300000	0.100000	-1.326000
-1.300000	0.200000	-1.449000
-1.300000	0.300000	-1.560000
-1.300000	0.400000	-1.653000
-1.300000	0.500000	-1.722000
-1.300000	0.600000	-1.761000
-1.300000	0.700000	-1.764000
