0.000000	0.353553	0.707107	1.414214
0.049979	0.387084	0.774167	1.548334
0.099833	0.416746	0.833492	1.666984
0.149438	0.442245	0.884489	1.768978
0.198669	0.463324	0.926649	1.853298
0.247404	0.479775	0.959550	1.919099
0.295520	0.491431	0.982863	1.965726
0.342898	0.498178	0.996356	1.992712
0.389418	0.499947	0.999893	1.999787
0.434966	0.496720	0.993440	1.986881
0.479426	0.488531	0.977061	1.954123
0.522687	0.475460	0.950920	1.901839
0.564643	0.457638	0.915277	1.830553
0.605186	0.435244	0.870489	1.740977
0.644218	0.408502	0.817003	1.634006
0.681639	0.377677	0.755354	1.510708
0.717356	0.343079	0.686158	1.372316
0.751280	0.305053	0.610106	1.220212
0.783327	0.263979	0.527958	1.055916
0.813416	0.220267	0.440535	0.881069
0.841471	0.174355	0.348710	0.697420
0.867423	0.126700	0.253401	0.506802
0.891207	0.077780	0.155560	0.311120
0.912764	0.028082	0.056165	0.112330
0.932039	-0.021896	-0.043791	-0.087583
0.948985	-0.071655	-0.143310	-0.286620
0.963558	-0.120699	-0.241397	-0.482794
0.975723	-0.168536	-0.337072	-0.674144
0.985450	-0.214690	-0.429379	-0.858758
0.992713	-0.258698	-0.517396	-1.034792
0.997495	-0.300121	-0.600243	-1.200486
0.999784	-0.338546	-0.677093	-1.354185
0.999574	-0.373589	-0.747177	-1.494354
0.996865	-0.404898	-0.809796	-1.619592
0.991665	-0.432162	-0.864324	-1.728648
0.983986	-0.455108	-0.910216	-1.820431
0.973848	-0.473506	-0.947013	-1.894026
0.961275	-0.487174	-0.974348	-1.948695
0.946300	-0.495974	-0.991947	-1.983895
0.928960	-0.499818	-0.999636	-1.999272
0.909298	-0.498668	-0.997336	-1.994672
0.887363	-0.492536	-0.985071	-1.970143
0.863210	-0.481482	-0.962964	-1.925929
0.836899	-0.465618	-0.931236	-1.862471
0.808497	-0.445101	-0.890202	-1.780405
0.778074	-0.420137	-0.840274	-1.680549
0.745706	-0.390975	-0.781951	-1.563902
0.711474	-0.357907	-0.715814	-1.431628
0.675464	-0.321263	-0.642525	-1.285051
0.637766	-0.281408	-0.562817	-1.125633
0.598473	-0.238742	-0.477485	-0.954969
0.557685	-0.193691	-0.387382	-0.774763
0.515502	-0.146704	-0.293408	-0.586816
0.472032	-0.098251	-0.196503	-0.393006
0.427381	-0.048817	-0.097634	-0.195269
0.381662	0.001105	0.002210	0.004420
0.334990	0.051016	0.102032	0.204064
0.287479	0.100417	0.200834	0.401669
0.239251	0.148815	0.297630	0.595261
0.190424	0.195726	0.391452	0.782905
0.141122	0.240682	0.481363	0.962727
0.091466	0.283232	0.566464	1.132929
0.041582	0.322953	0.645906	1.291812
-0.008405	0.359447	0.718893	1.437787
-0.058372	0.392349	0.784698	1.569396
-0.108193	0.421331	0.842662	1.685325
-0.157744	0.446104	0.892207	1.784414
-0.206900	0.466419	0.932837	1.865674
-0.255539	0.482073	0.964147	1.928293
-0.303540	0.492911	0.985823	1.971645
-0.350781	0.498824	0.997649	1.995298
-0.397146	0.499753	0.999507	1.999013
-0.442518	0.495689	0.991378	1.982756
-0.486785	0.486672	0.973343	1.946687
-0.529834	0.472792	0.945584	1.891168
-0.571559	0.454188	0.908376	1.816752
-0.611856	0.431046	0.862093	1.724185
-0.650623	0.403597	0.807195	1.614390
-0.687764	0.372116	0.744232	1.488465
-0.723186	0.336917	0.673833	1.347667
-0.756801	0.298351	0.596702	1.193404
-0.788524	0.256804	0.513608	1.027217
-0.818276	0.212691	0.425382	0.850765
-0.845982	0.166453	0.332906	0.665813
-0.871575	0.118552	0.237104	0.474208
-0.894989	0.069466	0.138932	0.277865
-0.916165	0.019686	0.039373	0.078745
-0.935052	-0.030290	-0.060580	-0.121161
-0.951602	-0.079964	-0.159928	-0.319856
-0.965773	-0.128839	-0.257678	-0.515356
-0.977530	-0.176427	-0.352853	-0.705706
-0.986844	-0.222251	-0.444503	-0.889005
-0.993691	-0.265855	-0.531711	-1.063422
-0.998054	-0.306803	-0.613606	-1.227213
-0.999923	-0.344685	-0.689371	-1.378742
-0.999293	-0.379124	-0.758247	-1.516495
-0.996165	-0.409774	-0.819548	-1.639095
-0.990546	-0.436330	-0.872659	-1.745318
-0.982453	-0.458526	-0.917051	-1.834102
-0.971903	-0.476140	-0.952280	-1.904561
-0.958924	-0.488997	-0.977995	-1.955989
-0.943548	-0.496969	-0.993937	-1.987874
-0.925814	-0.499974	-0.999948	-1.999897
-0.905766	-0.497984	-0.995968	-1.991936
-0.883454	-0.491018	-0.982037	-1.964074
-0.858934	-0.479147	-0.958293	-1.916586
-0.832266	-0.462487	-0.924974	-1.849949
-0.803519	-0.441207	-0.882413	-1.764827
-0.772763	-0.415518	-0.831036	-1.662071
-0.740076	-0.385677	-0.771354	-1.542709
-0.705538	-0.351983	-0.703966	-1.407932
-0.669238	-0.314772	-0.629544	-1.259088
-0.631264	-0.274416	-0.548831	-1.097663
-0.591713	-0.231318	-0.462635	-0.925270
-0.550683	-0.185908	-0.371816	-0.743633
-0.508276	-0.138641	-0.277282	-0.554565
-0.464599	-0.089989	-0.179978	-0.359956
-0.419760	-0.040438	-0.080875	-0.161751
-0.373873	0.009518	0.019035	0.038071
-0.327050	0.059378	0.118756	0.237512
-0.279411	0.108645	0.217290	0.434580
-0.231073	0.156827	0.313653	0.627306
-0.182157	0.203441	0.406882	0.813764
-0.132787	0.248023	0.496046	0.992091
-0.083084	0.290126	0.580253	1.160505
-0.033173	0.329331	0.658662	1.317324
0.016820	0.365245	0.730490	1.460981
0.066771	0.397510	0.795020	1.590039
0.116555	0.425803	0.851605	1.703211
0.166048	0.449841	0.899682	1.799364
0.215127	0.469385	0.938769	1.877539
0.263667	0.484238	0.968477	1.936954
0.311548	0.494254	0.988507	1.977015
0.358651	0.499331	0.998661	1.997322
0.404857	0.499418	0.998836	1.997673
0.450051	0.494516	0.989032	1.978063
0.494120	0.484672	0.969345	1.938689
0.536954	0.469986	0.939972	1.879944
0.578446	0.450604	0.901208	1.802416
0.618493	0.426719	0.853439	1.706878
0.656993	0.398571	0.797142	1.594285
0.693851	0.366441	0.732881	1.465762
0.728975	0.330649	0.661297	1.322595
0.762277	0.291553	0.583106	1.166212
0.793674	0.249544	0.499088	0.998176
0.823086	0.205042	0.410084	0.820167
0.850442	0.158491	0.316982	0.633963
0.875672	0.110356	0.220713	0.441425
0.898713	0.061119	0.122238	0.244476
0.919507	0.011271	0.022542	0.045085
0.938004	-0.038689	-0.077379	-0.154758
0.954155	-0.088263	-0.176527	-0.353053
0.967922	-0.136955	-0.273911	-0.547822
0.979270	-0.184279	-0.368558	-0.737116
0.988170	-0.229761	-0.459523	-0.919045
0.994600	-0.272948	-0.545896	-1.091792
0.998544	-0.313407	-0.626815	-1.253630
0.999992	-0.350735	-0.701471	-1.402941
0.998941	-0.384559	-0.769118	-1.538235
0.995393	-0.414540	-0.829080	-1.658159
0.989356	-0.440379	-0.880758	-1.761516
0.980847	-0.461818	-0.923636	-1.847271
0.969887	-0.478642	-0.957285	-1.914569
0.956502	-0.490684	-0.981369	-1.962738
0.940726	-0.497824	-0.995647	-1.991295
0.922599	-0.499989	-0.999978	-1.999956
0.902166	-0.497158	-0.994317	-1.988633
0.879478	-0.489360	-0.978720	-1.957441
0.854592	-0.476673	-0.953345	-1.906690
0.827569	-0.459222	-0.918444	-1.836888
0.798478	-0.437183	-0.874367	-1.748733
0.767392	-0.410776	-0.821552	-1.643105
0.734387	-0.380265	-0.760529	-1.521059
0.699547	-0.345954	-0.691907	-1.383815
0.662958	-0.308186	-0.616372	-1.232744
0.624712	-0.267339	-0.534678	-1.069356
0.584905	-0.223821	-0.447642	-0.895284
0.543635	-0.178066	-0.356133	-0.712266
0.501007	-0.130533	-0.261065	-0.522131
0.457127	-0.081695	-0.163390	-0.326779
0.412104	-0.032041	-0.064081	-0.128162
0.366051	0.017934	0.035868	0.071735
0.319083	0.067729	0.135458	0.270916
0.271317	0.116847	0.233695	0.467390
0.222873	0.164798	0.329597	0.659194
0.173873	0.211103	0.422205	0.844411
0.124437	0.255298	0.510596	1.021191
0.074691	0.296942	0.593884	1.187768
0.024758	0.335619	0.671238	1.342476
-0.025237	0.370943	0.741886	1.483772
-0.075169	0.402560	0.805121	1.610241
-0.124913	0.430155	0.860311	1.720622
-0.174345	0.453453	0.906905	1.813810
-0.223341	0.472219	0.944438	1.888876
-0.271779	0.486267	0.972534	1.945068
-0.319537	0.495456	0.990913	1.981825
-0.366497	0.499695	0.999391	1.998781
-0.412541	0.498941	0.997883	1.995765
-0.457553	0.493202	0.986404	1.972809
-0.501422	0.482535	0.965070	1.930140
-0.544038	0.467046	0.934093	1.868186
-0.585294	0.446891	0.893783	1.787565
-0.625087	0.422271	0.844542	1.689084
-0.663317	0.393431	0.786863	1.573726
-0.699890	0.360661	0.721322	1.442643
-0.734713	0.324286	0.648573	1.297146
-0.767699	0.284672	0.569344	1.138688
-0.798767	0.242213	0.484426	0.968853
-0.827839	0.197334	0.394668	0.789337
-0.854841	0.150484	0.300967	0.601934
-0.879706	0.102129	0.204259	0.408517
-0.902373	0.052755	0.105509	0.211018
-0.922784	0.002853	0.005705	0.011411
-0.940889	-0.047078	-0.094155	-0.188310
-0.956642	-0.096538	-0.193075	-0.386150
-0.970003	-0.145033	-0.290066	-0.580132
-0.980941	-0.192079	-0.384158	-0.768317
-0.989426	-0.237206	-0.474412	-0.948825
-0.995439	-0.279963	-0.559926	-1.119853
-0.998963	-0.319923	-0.639845	-1.279691
-0.999990	-0.356686	-0.713372	-1.426743
-0.998518	-0.389885	-0.779770	-1.559540
-0.994550	-0.419188	-0.838377	-1.676753
-0.988096	-0.444303	-0.888607	-1.777214
-0.979173	-0.464979	-0.929958	-1.859916
-0.967802	-0.481009	-0.962018	-1.924035
-0.954012	-0.492232	-0.984465	-1.968930
-0.937837	-0.498538	-0.997076	-1.994151
-0.919319	-0.499862	-0.999724	-1.999448
-0.898502	-0.496192	-0.992383	-1.984766
-0.875440	-0.487563	-0.975127	-1.950253
-0.850189	-0.474063	-0.948127	-1.896254
-0.822814	-0.455827	-0.911654	-1.823308
-0.793382	-0.433036	-0.866072	-1.732143
-0.761966	-0.405918	-0.811836	-1.623672
-0.728647	-0.374744	-0.749489	-1.498977
-0.693506	-0.339826	-0.679653	-1.359305
-0.656631	-0.301513	-0.603026	-1.206051
-0.618116	-0.260187	-0.520373	-1.040747
-0.578055	-0.216261	-0.432522	-0.865044
-0.536550	-0.170174	-0.340348	-0.680697
-0.493703	-0.122387	-0.244774	-0.489549
-0.449622	-0.073377	-0.146755	-0.293509
-0.404418	-0.023634	-0.047269	-0.094537
-0.358203	0.026345	0.052690	0.105379
-0.311092	0.076061	0.152122	0.304243
-0.263204	0.125017	0.250033	0.500067
-0.214658	0.172724	0.345447	0.690894
-0.165575	0.218705	0.437409	0.874818
-0.116079	0.262500	0.525001	1.050002
-0.066292	0.303673	0.607347	1.214693
-0.016340	0.341812	0.683624	1.367248
