0.10	111111094768345546752.000	46.157062
0.11	16701528849359306752.000	44.262032
0.12	2964101104431792128.000	42.533105
0.13	604802932252082176.000	40.943679
0.14	138976311245799424.000	39.473080
0.15	35379821018087424.000	38.104918
0.16	9847374314733568.000	36.825981
0.17	2964439577919488.000	35.625464
0.18	956610214100992.000	34.494417
0.19	328429471793152.000	33.425343
0.20	119208830566400.000	32.411898
0.21	45497268043776.000	31.448673
0.22	18173977952256.000	30.531012
0.23	7567466037248.000	29.654879
0.24	3273100886016.000	28.816759
0.25	1466008600576.000	28.013565
0.26	678108987392.000	27.242574
0.27	323147431936.000	26.501375
0.28	158309023744.000	25.787815
0.29	79575785472.000	25.099976
0.30	40971001856.000	24.436130
0.31	21573324800.000	23.794723
0.32	11600897024.000	23.174348
0.33	6362781696.000	22.573731
0.34	3555316736.000	21.991710
0.35	2021746304.000	21.427227
0.36	1168883328.000	20.879315
0.37	686477056.000	20.347083
0.38	409202016.000	19.829720
0.39	247388672.000	19.326471
0.40	151583008.000	18.836644
0.41	94074672.000	18.359599
0.42	59100152.000	17.894744
0.43	37562832.000	17.441526
0.44	24141316.000	16.999435
0.45	15681557.000	16.567996
0.46	10290869.000	16.146768
0.47	6819767.000	15.735336
0.48	4562198.500	15.333315
0.49	3079715.000	14.940348
0.50	2097163.250	14.556096
0.51	1440132.750	14.180246
0.52	996997.000	13.812503
0.53	695642.125	13.452591
0.54	489066.438	13.100254
0.55	346364.500	12.755247
0.56	247049.844	12.417345
0.57	177431.281	12.086339
0.58	128287.414	11.762028
0.59	93360.891	11.444228
0.60	68375.219	11.132766
0.61	50386.578	10.827480
0.62	37354.977	10.528221
0.63	27857.346	10.234852
0.64	20894.516	9.947242
0.65	15760.688	9.665274
0.66	11954.214	9.388839
0.67	9116.461	9.117837
0.68	6989.605	8.852179
0.69	5387.214	8.591784
0.70	4173.792	8.336580
0.71	3250.304	8.086504
0.72	2544.022	7.841501
0.73	2001.244	7.601524
0.74	1582.143	7.366535
0.75	1257.026	7.136504
0.76	1003.658	6.911406
0.77	805.310	6.691227
0.78	649.341	6.475958
0.79	526.154	6.265593
0.80	428.435	6.060139
0.81	350.584	5.859601
0.82	288.298	5.663993
0.83	238.252	5.473330
0.84	197.874	5.287628
0.85	165.159	5.106910
0.86	138.544	4.931191
0.87	116.803	4.760492
0.88	98.971	4.594827
0.89	84.285	4.434207
0.90	72.142	4.278638
0.91	62.061	4.128119
0.92	53.659	3.982641
0.93	46.627	3.842184
0.94	40.720	3.706721
0.95	35.738	3.576210
0.96	31.519	3.450602
0.97	27.934	3.329831
0.98	24.874	3.213824
0.99	22.253	3.102493
1.00	20.000	2.995740
1.01	18.056	2.893454
1.02	16.371	2.795520
1.03	14.907	2.701810
1.04	13.629	2.612190
1.05	12.510	2.526520
1.06	11.527	2.444656
1.07	10.659	2.366451
1.08	9.892	2.291754
1.09	9.211	2.220416
1.10	8.605	2.152287
1.11	8.062	2.087219
1.12	7.577	2.025067
1.13	7.140	1.965688
1.14	6.746	1.908944
1.15	6.390	1.854702
1.16	6.067	1.802831
1.17	5.773	1.753207
1.18	5.505	1.705713
1.19	5.261	1.660235
1.20	5.036	1.616665
1.21	4.830	1.574900
1.22	4.641	1.534845
1.23	4.466	1.496408
1.24	4.304	1.459503
1.25	4.154	1.424046
1.26	4.015	1.389964
1.27	3.885	1.357181
1.28	3.765	1.325632
1.29	3.652	1.295252
1.30	3.547	1.265981
1.31	3.448	1.237764
1.32	3.355	1.210546
1.33	3.268	1.184279
1.34	3.186	1.158915
1.35	3.109	1.134411
1.36	3.037	1.110726
1.37	2.968	1.087821
1.38	2.903	1.065660
1.39	2.841	1.044208
1.40	2.783	1.023433
1.41	2.727	1.003305
1.42	2.675	0.983796
1.43	2.624	0.964878
1.44	2.577	0.946526
1.45	2.531	0.928715
1.46	2.488	0.911424
1.47	2.446	0.894631
1.48	2.407	0.878316
1.49	2.369	0.862458
1.50	2.333	0.847042
1.51	2.298	0.832048
1.52	2.265	0.817461
1.53	2.233	0.803265
1.54	2.202	0.789446
1.55	2.173	0.775989
1.56	2.144	0.762882
1.57	2.117	0.750111
1.58	2.091	0.737665
1.59	2.066	0.725531
1.60	2.042	0.713700
1.61	2.018	0.702161
1.62	1.996	0.690904
1.63	1.974	0.679918
1.64	1.953	0.669196
1.65	1.932	0.658729
1.66	1.913	0.648508
1.67	1.894	0.638525
1.68	1.875	0.628772
1.69	1.858	0.619243
1.70	1.840	0.609930
1.71	1.824	0.600827
1.72	1.807	0.591927
1.73	1.792	0.583224
1.74	1.777	0.574713
1.75	1.762	0.566386
1.76	1.748	0.558240
1.77	1.734	0.550268
1.78	1.720	0.542465
1.79	1.707	0.534828
1.80	1.694	0.527350
1.81	1.682	0.520028
1.82	1.670	0.512857
1.83	1.658	0.505833
1.84	1.647	0.498951
1.85	1.636	0.492209
1.86	1.625	0.485602
1.87	1.615	0.479126
1.88	1.604	0.472779
1.89	1.594	0.466556
1.90	1.585	0.460454
1.91	1.575	0.454471
1.92	1.566	0.448603
1.93	1.557	0.442847
1.94	1.548	0.437200
1.95	1.540	0.431659
1.96	1.531	0.426223
1.97	1.523	0.420888
1.98	1.515	0.415652
1.99	1.508	0.410512
2.00	1.500	0.405465
